데이터 추출일 : 2026-07-21 16:36:43
약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
신세계약국,043-292-5523,충청북도 청주시 서원구 1순환로1107번길 39 (분평동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,13:00~22:00,13:00~23:00
신세계옵티마약국,054-292-0545,경상북도 포항시 남구 오천읍 장기로 1694,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,,09:00~19:00
신시심야약국,070-4178-2852,"전북특별자치도 전주시 완산구 홍산중앙로 46, 1층 102호 (효자동3가)",,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~26:00,11:00~26:00,11:00~25:00,11:00~25:00
신영약국,031-204-3835,"경기도 수원시 영통구 삼성로 2 , 1층 (신동)","경기도 수원시 영통구 신동  941 , 1층 (신동)",10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:40
신일약국,055-384-6878,경상남도 양산시 신기로 24 (신기동),,08:40~25:00,08:40~25:00,08:40~25:00,22:00~01:00,22:00~01:00,22:00~25:00,22:00~25:00,22:00~25:00
신중앙약국,02-822-0443,서울특별시 동작구 흑석로 103 (흑석동),,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,13:00~24:00,13:00~24:00
신창대형약국,062-962-2022,"전남광주통합특별시 광산구 신창로 70, 1층 (신창동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,08:30~22:30,09:00~21:00,09:00~21:00
신천그랜드약국,031-312-0993,경기도 시흥시 복지로 55 (대야동),,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~21:00,09:00~21:00,09:00~22:00
신천프라자약국,031-404-9311,"경기도 시흥시 수인로 3372, 신천프라자 (신천동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:30~22:00,09:30~22:00,09:30~22:00
신촌대로약국,02-6346-2882,"서울특별시 서대문구 신촌로 121, 아남오피스텔 1층 103호 (창천동)",,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00
신평화약국,02-2233-2587,서울특별시 중구 청계천로 298  (신당동),서울특별시 중구 신당동 217-1 신평화상가 ,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,,,
신현대약국,051-636-3177,"부산광역시 부산진구 범일로 127, (범천동,삼일빌딩)",부산광역시 부산진구 범천동 898-3,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~15:30,,
쌍사약국,054-272-1004,"경상북도 포항시 남구 상대로 79, 1층 (상도동)",,16:00~25:00,16:00~25:00,16:00~25:00,16:00~25:00,16:00~25:00,13:00~25:00,13:00~25:00,15:00~24:00
써니약국,031-272-2631,"경기도 용인시 수지구 신봉1로 111, 104호 (신봉동)",,,,13:00~23:00,13:00~23:00,13:00~23:00,10:00~20:00,10:00~20:00,10:00~20:00
씨에이(CA)정문약국,02-825-1122,"서울특별시 동작구 흑석로 108, 1~2층 (흑석동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
아나파약국,055-266-0654,"경상남도 창원시 성산구 마디미서로 54, 102호 (상남동,미래클리닉)",경상남도 창원시 성산구 상남동 27-1 미래클리닉 102호,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
아람약국,044-862-5265,"세종특별자치시 보듬3로 143, 대영프라자 102호 (아름동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
아름수약국,044-868-3380,"세종특별자치시 보듬3로 95, 408호 (아름동, 해피라움3)",세종특별자치시  아름동  98 해피라움3 ,08:00~23:00,08:00~23:00,08:00~22:00,08:00~23:00,08:00~23:00,09:00~21:00,09:00~21:00,09:00~21:00
아이러브약국,033-761-5606,"강원특별자치도 원주시 감영길 16, 1층 (원동)",,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~23:00,09:00~18:00,,09:00~18:00
아이메디칼약국,02-942-3365,"서울특별시 성북구 동소문로46길 18, 101호, 102호 (하월곡동, 삼전솔하임3차)",,09:00~23:55,09:00~23:55,09:00~23:55,09:00~23:55,09:00~23:55,09:00~23:55,09:00~23:55,09:00~23:55
아이별약국,02-897-3877,경기도 광명시 소하로75번길 10 (소하동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~17:00,09:00~18:00
아이사랑태평양약국,02-853-3001,"서울특별시 구로구 새말로 15, 102호,103호 (구로동, 삼전 솔하임)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
아이숲약국,031-546-0377,"경기도 수원시 팔달구 권광로 138, 수원시청역 선경센트럴파크 1층 (인계동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
아이약국,02-3789-1101,"서울특별시 중구 명동8가길 20, 1,2층 (충무로2가)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
아이약국,043-221-8275,충청북도 청주시 청원구 주성로 273 (주성동),,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
아이원약국,031-568-8988,"경기도 남양주시 다산중앙로 105-8, 성산플레이스4차 102,103호 (다산동)",,09:00~23:00,09:00~19:00,09:00~23:00,09:00~19:00,09:00~23:00,09:00~18:00,09:00~13:00,09:00~13:00
아주약국,064-744-2688,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 지하중1층 (연동)",제주특별자치도 제주시 연동 263-15,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~24:00,09:00~24:00,08:00~23:00
아침약국,033-761-2003,"강원특별자치도 원주시 단구로 394, 101호 (단구동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00
안재경약국,043-847-3363,충청북도 충주시 국원대로 184,충청북도 충주시 연수동 881,08:30~23:30,08:30~23:30,08:30~23:30,08:30~23:30,08:30~23:30,09:00~24:00,09:00~24:00,09:00~24:00
압구정예주약국,02-545-3819,"서울특별시 강남구 압구정로29길 65, 442빌딩 지하1층 (압구정동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
앞서가는 21세기 약국,031-266-5235,"경기도 용인시 수지구 대지로 20, 죽전빌딩 101, 102호 (죽전동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:30~21:30,10:00~22:00
애프터팜 윤약국,050-71359-2927,"서울특별시 관악구 관악로 174, 102호 (봉천동)",,08:00~22:40,08:00~22:40,08:00~22:40,08:00~22:40,08:00~22:40,09:00~22:40,10:00~19:00,
약사랑약국,02-2039-9112,"서울특별시 강남구 테헤란로 339, 1층 (역삼동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~20:00,09:00~19:00,10:00~19:00
약손약국,031)8837582,경기도 여주시 흥천면 효자로 160-1,,06:00~22:30,06:00~22:30,06:00~22:30,06:00~22:30,06:00~22:30,06:00~22:30,06:00~22:30,
약손약국,063-861-1033,전북특별자치도 익산시 함열읍 함열중앙로 7,전북특별자치도 익산시 함열읍 와리 546-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:00,09:00~22:30
약수태평양약국,02-812-7088,서울특별시 동작구 장승배기로 7 (상도동),,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
에메랄드약국,02-3443-0991,"서울특별시 강남구 도산대로 122, 에메랄드타워 1층 (논현동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00
에이트명동1번가약국,0507-1386-1501,"서울특별시 중구 명동4길 19, 1~3층 (명동2가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
에코참약국,063-715-1684,"전북특별자치도 전주시 덕진구 세병서로 10, 102호 (송천동2가)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~15:00,,
엘시티2층365하나약국,051-741-2301,"부산광역시 해운대구 달맞이길 30, 포디움동 2013~2014호 (중동, 엘시티)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
엠메디칼약국,031-853-9593,"경기도 의정부시 충의로 25, 천지연스퀘어 1층 109~110호 (용현동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~18:00,,
엠약국,02-491-7772,"서울특별시 중랑구 용마산로 670, A240호 (망우동, 신내역 프라디움 더 테라스)",,14:00~25:00,14:00~20:00,14:00~25:00,14:00~20:00,14:00~25:00,11:00~25:00,,
역전약국,031-245-3521,"경기도 수원시 팔달구 덕영대로 899, 세진브론즈빌 2층 211호 (매산로1가)",,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00,07:00~24:00
연남약국,02-336-1533,서울특별시 마포구 양화로21길 31  (동교동),서울특별시 마포구 동교동 153-1 ,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
연세약국,032-519-7752,"인천광역시 부평구 부흥로123번길 43, 1층 (산곡동, 진흥빌딩)",인천광역시 부평구 산곡동 263-50,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~13:00,,
연수버들약국,070-7543-8331,"인천광역시 연수구 먼우금로 190, 연수프라자 1층 109,110호 (연수동)",,09:00~16:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~24:00,09:00~16:00,,
열린마트약국,031-468-1662,경기도 안양시 동안구 비산로52번길 20,경기도 안양시 동안구 비산동 544-1 ,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,,
열린연세약국,032-882-7749,인천광역시 미추홀구 토금남로 55,인천광역시 남구 학익동 661-1 ,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,09:00~18:00,09:00~18:00
열한시약국,0507-1418-5555,"경기도 용인시 기흥구 죽전로 49, 씨티프라자 302호 (보정동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:30,09:00~22:30,09:00~23:00
염약국,063-278-7989,전북특별자치도 전주시 덕진구 매봉로 29-1 (금암동),,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00
영광약국,051-247-7989,부산광역시 서구 대영로 65-1,부산광역시 서구 부용동2가 87-1,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
영광통약국,050-71498-5601,"전남광주통합특별시 광산구 상무대로 252, 1층 (송정동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~22:00,09:00~22:00,08:00~23:00
영대정문약국,053-811-5354,경상북도 경산시 대학로 285 (대동),,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:00
영동약국,031-418-3112,"경기도 안산시 상록구 용신로 382, 105~106호 (본오동, 상경빌딩)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~22:30,08:30~22:30,08:30~23:00
영재약국,064-783-1959,제주특별자치도 제주시 조천읍 신북로 510-1,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,11:00~20:00
영종제일태평양약국,032-751-2200,"인천광역시 영종구 하늘중앙로 193, 조양타워 108,109호 (중산동)",,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,00:00~23:59,09:00~24:00,09:00~24:00,00:00~23:59
영종진명성약국,050-71427-1438,인천광역시 영종구 영종진광장로 5 (중산동),,,10:30~21:30,10:30~21:30,10:30~21:30,10:30~22:30,10:30~22:30,10:00~21:30,10:30~21:30
영주대학로약국,054-638-1266,경상북도 영주시 대학로 323 (가흥동),,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
영주약국,051-464-0075,부산광역시 중구 대영로 219 (영주동),부산광역시 중구 영주1동 58-28,09:00~24:00,09:00~24:00,09:00~24:00,09:00~18:00,21:00~24:00,09:00~24:00,21:00~24:00,21:00~24:00
영천심야약국,054-927-2152,"경상북도 영천시 삼산길 26, 1층 (문외동)",경상북도 영천시 문외동 12,13:00~23:00,13:00~23:00,13:00~23:00,13:00~23:00,13:00~23:00,13:00~23:00,13:00~23:00,12:00~26:00
영천온누리약국,070-4233-7000,경상북도 포항시 북구 장량로 32 (장성동),경상북도 포항시 북구 장성동 1527번지 3호,08:30~22:45,08:30~22:45,08:30~22:45,08:30~22:45,08:30~22:45,08:30~21:00,08:30~21:00,16:00~22:00
예쁜나무약국,032-710-3220,"인천광역시 연수구 랜드마크로 20, 상가동 215호 (송도동, 호반써밋 송도)",,10:00~19:00,10:00~22:30,10:00~19:00,10:00~22:30,10:00~19:00,10:00~15:00,,
예약국,054-334-2111,"경상북도 영천시 청솔길 23-6 (망정동, 청솔아파트)",,09:00~20:00,09:00~20:00,09:00~20:00,09:00~23:00,09:00~23:00,09:00~14:00,,
오가네약국,061-724-5505,전남광주통합특별시 순천시 해룡면 신대로 116 ,전라남도 순천시 해룡면 신대리 1985-4 ,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,09:00~24:00,08:30~24:00
오거리약국,063-252-8575,"전북특별자치도 전주시 완산구 팔달로 189, 1층 (고사동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00
오거리약국,054-251-0111,경상북도 포항시 북구 중흥로 343 (죽도동),경상북도 포항시 북구 중흥로 343(죽도동),08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,09:00~24:00,09:00~24:00,09:00~24:00
오렌지 은 약국,061-685-9400,전남광주통합특별시 여수시 시청로 34  (학동),전라남도 여수시 학동 36-1 ,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~22:00,08:30~24:00,16:00~24:00,16:00~24:00
오룡대형약국,042-222-0666,"대전광역시 중구 계룡로 809, 1층 (용두동, 동성빌딩)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
오름아래약국,064-805-2093,"제주특별자치도 제주시 삼무로 18, 제주연동 하우스디어반 105호 (연동)",,09:40~24:00,09:40~24:00,09:40~24:00,09:40~24:00,09:40~24:00,10:00~24:00,16:00~23:00,
오름약국,064-803-0550,제주특별자치도 서귀포시 중정로 70 (서귀동),,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~21:00,,
오메가약국,032-574-7533,인천광역시 제물포구 봉수대로 82,인천광역시 동구 송림동 296-2,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~22:00,,10:00~22:30
오색약국,070-8676-1778,"경기도 오산시 오산로 244, 101호 (오산동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,
오송이화약국,043-235-2977,"충청북도 청주시 흥덕구 오송읍 오송생명로 168, 101호",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,10:00~18:00,16:00~20:00
오아시스약국,02-3789-7333,"서울특별시 중구 명동7길 21, 명동아르누보센텀 118호 (을지로2가)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,11:00~23:00,
오약국,055-354-8607,"경상남도 밀양시 중앙로 289, (삼문동)",경상남도 밀양시 삼문동 220-7,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,11:00~20:00,11:00~19:00
오프약국,02-336-8661,서울특별시 마포구 와우산로23길 41 (서교동),,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
옥동약국,054-856-7500,경상북도 안동시 경북대로 397 (옥동),,09:00~22:00,09:00~22:00,09:00~23:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,08:30~22:00
온누리대산약국,02-853-4967,"서울특별시 관악구 시흥대로 560, 1층 (신림동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,17:00~22:00,17:00~22:00
온누리동광약국,052-296-6786,"울산광역시 중구 손골4길 6, 1층 (복산동)",,14:00~25:00,14:00~25:00,14:00~25:00,14:00~25:00,14:00~25:00,22:00~01:00,22:00~01:00,22:00~25:00
온누리민우약국,02-969-4582,서울특별시 성북구 돌곶이로22길 49 (석관동),,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
온누리성심약국,054-782-4930,경상북도 울진군 죽변면 죽변북로 14 ,경상북도 울진군 죽변면 죽변리  426-10 온누리성심약국 ,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~19:00,08:30~13:00,,
온누리우주약국,031-651-7997,경기도 안성시 공도읍 진사길 34,경기도 안성시 공도읍 진사리 36-2,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~20:00,,
온누리이화당약국,062-672-5511,"전남광주통합특별시 남구 서문대로654번길 4, 1층 (진월동)",광주광역시 남구 진월동 438-13,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~22:00,09:30~22:00,10:30~23:00
온누리자모약국,054-292-4521,경상북도 포항시 남구 청림서길 11-1 (청림동),,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,09:00~25:00,09:00~25:00,08:00~22:00
온누리큰사랑약국,02-2691-7005,"서울특별시 강서구 강서로 64, 1층 (화곡동)",,09:00~19:00,09:00~19:00,09:00~19:00,09:00~29:00,09:00~19:00,09:00~16:00,09:00~16:00,
올리브약국,063-856-5677,전북특별자치도 익산시 서동로 112 (동산동),전북특별자치도 익산시 동산동 1055-1 미래전기철물 (동산동),22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,14:00~01:00,14:00~01:00,22:00~25:00
올리브약국,050-71374-8063,"서울특별시 중구 명동8나길 10, 사보이호텔 1층 (충무로1가)",,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30,10:00~23:30
옵티마 청운약국,031-241-7788,"경기도 수원시 팔달구 정조로 784, 1층 (팔달로2가)",,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,06:00~23:00,08:00~23:00
옵티마웰니스뮤지엄이태원약국,070-4012-4357,"서울특별시 용산구 이태원로 179, 해밀톤호텔 (본관) 1층 1-1의 1호 (이태원동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
옵티마청주제일약국,043-294-0188,충청북도 청주시 상당구 월평로184번길 5 (용암동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00,09:00~23:00
옵티마하남약국,031-791-2389,"경기도 하남시 신장로 156, 107,108호 (덕풍동, 하남프라자)","경기도 하남시 덕풍동 394-1 하남프라자 107,108호",09:00~21:30,09:00~21:30,09:00~21:30,09:00~23:00,09:00~21:30,09:00~21:00,09:00~21:00,09:00~21:00
와부약국,031-577-7949,경기도 남양주시 와부읍 덕소로 94,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,11:00~22:00,09:00~22:30
외대드림약국,050-71379-5265,"서울특별시 동대문구 휘경로 25, 1층 (이문동)",,07:30~23:30,07:30~23:30,07:30~23:30,07:30~23:30,07:30~23:30,09:00~23:30,09:00~23:00,09:00~23:30
외대조은약국,02-960-4983,"서울특별시 동대문구 휘경로 10, 1층 (이문동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
용답원약국,02-2216-6227,"서울특별시 성동구 용답19길 1, 1층 (용답동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30
용수약국,031-635-0907,경기도 이천시 부발읍 경충대로 2100,,09:00~25:00,09:10~25:00,09:00~25:00,09:00~25:00,09:10~25:00,09:00~25:00,,
용인강남약국,031-283-5453,경기도 용인시 기흥구 신구로12번길 12 (신갈동),,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~19:00,,09:00~23:30
용인태평양약국,031-336-3292,"경기도 용인시 처인구 백옥대로1068번길 1, (김량장동)",경기도 용인시 처인구 김량장동 12-2,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~19:00,12:00~19:00,
용한약국,032-424-4732,인천광역시 부평구 열우물로50번길 9-2 (십정동),인천광역시 부평구 십정동 397-20,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:00,09:00~21:00,09:00~23:00
용현독일약국,032-882-8899,인천광역시 미추홀구 독정이로 7,인천광역시 남구 용현3동 490-79,10:00~20:00,10:00~25:00,10:00~20:00,10:00~25:00,10:00~20:00,10:00~16:00,,
용화당약국,031-953-8792,"경기도 파주시 파주읍 혜음로 1689, 용화당 약국",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00
우리네온누리약국,061-783-4119,전남광주통합특별시 구례군 동편제길 31 (구례읍) ,전라남도 구례군 구례읍 580-8 우리네약국,09:00~18:00,09:00~18:00,09:00~23:00,09:00~23:00,09:00~18:00,,,
우리들약국,031-885-5121,경기도 여주시 세종로 73,경기도 여주시 여주읍 홍문리 269-1,09:00~18:00,09:00~18:00,09:00~21:00,08:30~22:30,09:00~18:00,09:00~18:00,,08:30~22:30
우리들약국,02-911-3336,"서울특별시 성북구 동소문로46길 6, 1층 (하월곡동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~16:00
우리들약국,02-427-0012,"서울특별시 강동구 올림픽로 781, (암사동)",서울특별시 강동구 암사2동 502-20,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:30~25:00,09:00~01:30
우리들약국,063-901-9128,"전북특별자치도 전주시 덕진구 권삼득로 303, 1층 (금암동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:30
우리온누리약국,051-728-2674,"부산광역시 기장군 정관읍 정관중앙로 56, 프라임빌딩 1층 101호",부산광역시 기장군 정관읍 매학리 748-2 프라임빌딩 ,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00,09:00~18:00
우리온누리약국,031-969-9004,"경기도 고양시 일산동구 위시티로 34, 1층 일부호 (식사동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~01:00,12:00~01:00,14:00~25:00
우리윤약국,043-233-0123,"충청북도 청주시 흥덕구 가로수로 1317 (복대동, 서울아동병원)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
우림약국,031-582-5661,경기도 가평군 가평읍 가화로 155-19 (우림약국),,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
원고개약국,053-558-3711,대구광역시 서구 통학로48길 44 (비산동),,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,12:00~24:00
원주대문약국,033-763-6342,"강원특별자치도 원주시 서원대로 174, (단계동)",강원특별자치도 원주시 단계동 882번지 덕윤빌딩 1층,08:00~23:50,08:00~23:50,08:00~23:50,08:00~23:50,08:00~23:50,08:00~23:50,08:00~23:50,08:00~23:50
원주대형약국,033-733-1065,강원특별자치도 원주시 호저면 원문로 691,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
월계365약국,02-6091-3957,"서울특별시 노원구 석계로 104, 그린빌딩 101,102호 (월계동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~22:00,10:00~22:00,10:00~22:00
웰니스약국,02-3789-5088,"서울특별시 중구 명동10길 51, 나인트리호텔 1층 (충무로2가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
웰빙프라자약국,031-381-8284,"경기도 안양시 동안구 평촌대로 131, 101호 (호계동, 아카데미센터)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
위례수약국,031-756-0365,"경기도 성남시 수정구 위례서일로 18, 102, 103호 (창곡동, 더존메디칼타워)",,09:00~25:00,10:00~25:00,11:00~25:00,10:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00
위례진약국,031-754-5082,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 1층 119호 (창곡동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
위성숙모어모아새한양약국,031-407-5823,"경기도 안산시 상록구 본삼로 38, 3동 105호 (본오동, 월드상가)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,08:30~24:00,09:00~23:00,09:00~23:00
유쾌한약국,02-2234-0827,"서울특별시 중구 다산로 168, 성원빌딩 1층 (신당동)",,09:00~19:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~13:00,,
유화약국,031-293-4658,경기도 수원시 권선구 수인로 173 (서둔동),,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,09:00~14:30,,10:00~22:30
율량큰사랑약국,043-211-0926,충청북도 청주시 청원구 율봉로175번길 10-4  (율량동),충청북도 청주시 청원구 율량동 882 ,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:00~22:00,09:00~22:30,09:00~22:30
으뜸약국,053-811-0414,"경상북도 경산시 대학로 23, 101,102호 (정평동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,14:00~25:00,08:30~22:00
